FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,999,CULTURAL PROGRAMMING GRANTS,12000.00
GRANTS,0V81,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,18000.00
GRANTS,0V82,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,65000.00
GRANTS,0V84,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,4873000.00
GRANTS,0V85,PORT SECURITY - MATCH,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,26000.00
GRANTS,0V86,LOCAL LAW ENFORCEMENT CRIME GUN INTEL,57,CPD,280R,Gun Intelligence Integration,140,PROFESSIONAL AND TECHNICAL SERVICES,750000.00
GRANTS,0V87,PORT SECURITY,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00
GRANTS,0V88,PORT SECURITY,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,85000.00
GRANTS,0V89,JUSTICE AND MENTAL HEALTH COLLABORATION,57,CPD,2935,JUSTICE AND MENTAL HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,746000.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,6,SALARY PROVISION,383000.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,20,OVERTIME,512000.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,66000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,6,SALARY PROVISION,500000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,590000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,782000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,229,TRANSPORTATION AND EXPENSE ALLOWANCE,26000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,108000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,96000.00
GRANTS,0W00,CHICAGO METROPOLITAN AGENCY FOR PLANNING,84,CDOT,2968,CMAP LOCAL ASSISTANCE PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00
GRANTS,0W01,CTA INFRASTRUCTURE IMPROVEMENT,84,CDOT,2996,CTA Infrastructure Improvement,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1685000.00
GRANTS,0W02,CMAQ,84,CDOT,2805,CMAQ,140,PROFESSIONAL AND TECHNICAL SERVICES,12340000.00
GRANTS,0W02,CMAQ,84,CDOT,2805,CMAQ,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,16623000.00
GRANTS,0W03,COOK COUNTY HIGHWAY PROGRAM,84,CDOT,2873,COOK COUNTY HIGHWAY PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,990000.00
GRANTS,0W03,COOK COUNTY HIGHWAY PROGRAM,84,CDOT,2873,COOK COUNTY HIGHWAY PROGRAM,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,25010000.00
GRANTS,0W04,CUBS FUND FOR NEIGHBORHOOD IMPROVEMENTS,84,CDOT,2995,Cubs Fund for Neighborhood Imp,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,250000.00
GRANTS,0W05,HIGH PRIORITY PROJECT PROGRAM,84,CDOT,2869,High Priority Project Program,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,920000.00
GRANTS,0W06,HIGHWAY SAFETY IMPROVEMENT PROGRAM,84,CDOT,2925,HIGHWAY SAFETY IMPROVEMENT PGM,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,2633000.00
GRANTS,0W11,ILLINOIS TRANSPORTATION ENHANCEMENT,84,CDOT,2993,IL Transportation Enhancement,140,PROFESSIONAL AND TECHNICAL SERVICES,2000000.00
GRANTS,0W12,ISBP,84,CDOT,2906,ISPB,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,12260000.00
GRANTS,0W15,STATE PLANNING AND RESEARCH,84,CDOT,2981,State Planning and Research,140,PROFESSIONAL AND TECHNICAL SERVICES,4220000.00
GRANTS,0W16,STP,84,CDOT,2820,STP,140,PROFESSIONAL AND TECHNICAL SERVICES,6720000.00
GRANTS,0W16,STP,84,CDOT,2820,STP,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,153199000.00
GRANTS,0W18,TRANSPORTATION ALTERNATIVE,84,CDOT,2994,Transportation Alternatives,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,23800000.00
GRANTS,0W20,TRANSPORTATION PLANNING,84,CDOT,280P,Transportation Planning,140,PROFESSIONAL AND TECHNICAL SERVICES,1234000.00
GRANTS,0W21,UNIFORM WORK PROGRAM,84,CDOT,280H,Unified Work Program,5,SALARIES AND WAGES - ON PAYROLL,240645.00
GRANTS,0W21,UNIFORM WORK PROGRAM,84,CDOT,280H,Unified Work Program,6,SALARY PROVISION,354705.00
GRANTS,0W21,UNIFORM WORK PROGRAM,84,CDOT,280H,Unified Work Program,15,SCHEDULE SALARY ADJUSTMENTS,1403.00
GRANTS,0W21,UNIFORM WORK PROGRAM,84,CDOT,280H,Unified Work Program,44,FRINGE BENEFITS,112657.00
GRANTS,0W21,UNIFORM WORK PROGRAM,84,CDOT,280H,Unified Work Program,140,PROFESSIONAL AND TECHNICAL SERVICES,1316590.00
GRANTS,0W23,ILLINOIS COMPETITIVE FREIGHT PROGRAM,84,CDOT,280L,IL Competitive Freight Pgm,140,PROFESSIONAL AND TECHNICAL SERVICES,8000000.00
GRANTS,0W24,DCEO GRANT,84,CDOT,280M,DCEO,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,8000000.00
GRANTS,0W27,CITY COLLEGES INFRASTRUCTURE,84,CDOT,290A,City Colleges Infrastructure,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,270000.00
GRANTS,0W28,MWRD INFRASTRUCTURE,84,CDOT,290B,MWRD Infrastructure,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,2500000.00
GRANTS,0W29,PUBLIC ASSISTANCE,5,OBM,2816,Public Assistance,140,PROFESSIONAL AND TECHNICAL SERVICES,100000000.00
GRANTS,0W30,SUMMER JOBS CONNECT PROGRAM,50,DFSS,2953,Summer Jobs Connect Program,140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00
GRANTS,0W32,REBUILD ILLINOIS,84,CDOT,280Q,Rebuild Illinois,140,PROFESSIONAL AND TECHNICAL SERVICES,25000000.00
GRANTS,0W32,REBUILD ILLINOIS,84,CDOT,280Q,Rebuild Illinois,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,93436000.00
GRANTS,0W33,VICTIMS OF HUMAN TRAFFICKING,50,DFSS,2966,Victims Of Human Trafficking,135,DELEGATE AGENCIES,112000.00
GRANTS,0W38,ILLINOIS LIBRARY DEVELOPMENT,91,CPL,2895,ILL LIBRARY DEVEL. PER CAPITA,5,SALARIES AND WAGES - ON PAYROLL,5172968.00
GRANTS,0W38,ILLINOIS LIBRARY DEVELOPMENT,91,CPL,2895,ILL LIBRARY DEVEL. PER CAPITA,6,SALARY PROVISION,277371.00
GRANTS,0W38,ILLINOIS LIBRARY DEVELOPMENT,91,CPL,2895,ILL LIBRARY DEVEL. PER CAPITA,15,SCHEDULE SALARY ADJUSTMENTS,3914.00
GRANTS,0W38,ILLINOIS LIBRARY DEVELOPMENT,91,CPL,2895,ILL LIBRARY DEVEL. PER CAPITA,44,FRINGE BENEFITS,2455747.00
GRANTS,0W39,MO - Private Grants,1,MO,2836,Walder Fellowship,5,SALARIES AND WAGES - ON PAYROLL,55008.00
GRANTS,0W39,MO - Private Grants,1,MO,2836,Walder Fellowship,44,FRINGE BENEFITS,24979.00
GRANTS,0W39,MO - Private Grants,1,MO,2836,Walder Fellowship,140,PROFESSIONAL AND TECHNICAL SERVICES,15013.00
GRANTS,0W39,MO - Private Grants,1,MO,2837,My Chi - My Future,5,SALARIES AND WAGES - ON PAYROLL,85008.00
GRANTS,0W39,MO - Private Grants,1,MO,2837,My Chi - My Future,44,FRINGE BENEFITS,38602.00
GRANTS,0W39,MO - Private Grants,1,MO,2837,My Chi - My Future,140,PROFESSIONAL AND TECHNICAL SERVICES,390.00
GRANTS,0W39,MO - Private Grants,1,MO,2838,Cities/ Counties Fines Justice,140,PROFESSIONAL AND TECHNICAL SERVICES,50000.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,21,DOH,2833,Home Investment Partnership,5,SALARIES AND WAGES - ON PAYROLL,1205679.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,21,DOH,2833,Home Investment Partnership,15,SCHEDULE SALARY ADJUSTMENTS,4870.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,21,DOH,2833,Home Investment Partnership,44,FRINGE BENEFITS,565055.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,21,DOH,2833,Home Investment Partnership,9103,REHABILITATION LOANS GT,28344396.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,54,DPD,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,97485.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,54,DPD,2819,HOME INVESTMENT PARTNERSHIP,6,SALARY PROVISION,878.00
GRANTS,0W43,HOME INVESTMENT PARTNERSHIP,54,DPD,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,45637.00
GRANTS,0W44,COMMUNITY ARTS ACCESS PROGRAM,23,DCASE,2839,Community Arts Access Program,140,PROFESSIONAL AND TECHNICAL SERVICES,177000.00
GRANTS,0W45,PARTNERS IN EXCELLENCE,23,DCASE,2838,PARTNERS IN EXCELLENCE,140,PROFESSIONAL AND TECHNICAL SERVICES,108000.00
GRANTS,0W46,OUR TOWN PROGRAM,23,DCASE,2872,Our Town Program,140,PROFESSIONAL AND TECHNICAL SERVICES,100000.00
GRANTS,0W48,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MOPD,2812,WORK INCENTIVE PLANNING,5,SALARIES AND WAGES - ON PAYROLL,139577.00
GRANTS,0W48,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MOPD,2812,WORK INCENTIVE PLANNING,44,FRINGE BENEFITS,68660.00
GRANTS,0W48,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MOPD,2812,WORK INCENTIVE PLANNING,801,INDIRECT COSTS,3763.00
GRANTS,0W49,EARLY DIVERSION PROGRAM,57,CPD,280W,Early Diversion Program,140,PROFESSIONAL AND TECHNICAL SERVICES,260000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,65209.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,20,OVERTIME,343000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,44,FRINGE BENEFITS,34837.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,140,PROFESSIONAL AND TECHNICAL SERVICES,54000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,157,RENTAL EQUIPMENT AND SERVICES,43000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,2500.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,340,MATERIAL AND SUPPLIES,56000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,421,MACHINERY AND EQUIPMENT,106000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,450,VEHICLES,70000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,801,INDIRECT COSTS,29454.00
GRANTS,0W51,NCS - X IMPLEMENTATION,57,CPD,2881,DATA COLLECTIONS AND STUDIES,140,PROFESSIONAL AND TECHNICAL SERVICES,442000.00
GRANTS,0W52,COMP OPIOID ABUSE PROGRAM,57,CPD,281A,Comp Opioid Abuse Program,140,PROFESSIONAL AND TECHNICAL SERVICES,1195000.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,5,SALARIES AND WAGES - ON PAYROLL,128394.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,44,FRINGE BENEFITS,66698.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,140,PROFESSIONAL AND TECHNICAL SERVICES,621908.00
GRANTS,0W54,LAW ENFORCEMENT MENTAL HEALTH,57,CPD,281E,Mental Health and Wellness,9254,VIOLENCE REDUCTION PROGRAM,100000.00
GRANTS,0W55,DOM VIOL DATING STALKING CJ RESPONSE,57,CPD,281B,Imrpoving CJ Response - D.V.,140,PROFESSIONAL AND TECHNICAL SERVICES,125000.00
GRANTS,0W56,JUSTICE REINVESTMENT INITIATIVE,57,CPD,281D,Justice Reinvestment Initiativ,140,PROFESSIONAL AND TECHNICAL SERVICES,111000.00
GRANTS,0W59,UASI,38,AIS,2854,UASI,5,SALARIES AND WAGES - ON PAYROLL,376518.00
GRANTS,0W59,UASI,38,AIS,2854,UASI,6,SALARY PROVISION,833.00
GRANTS,0W59,UASI,38,AIS,2854,UASI,44,FRINGE BENEFITS,181863.00
GRANTS,0W59,UASI,38,AIS,2854,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,5220786.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,5,SALARIES AND WAGES - ON PAYROLL,1614539.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,6,SALARY PROVISION,69070.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,15,SCHEDULE SALARY ADJUSTMENTS,3366.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,44,FRINGE BENEFITS,786025.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,15521000.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,5,SALARIES AND WAGES - ON PAYROLL,59731.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,15,SCHEDULE SALARY ADJUSTMENTS,876.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,44,FRINGE BENEFITS,31911.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,7987482.00
GRANTS,0W59,UASI,58,OEMC,2811,UASI,5,SALARIES AND WAGES - ON PAYROLL,1387534.00
GRANTS,0W59,UASI,58,OEMC,2811,UASI,15,SCHEDULE SALARY ADJUSTMENTS,5921.00
GRANTS,0W59,UASI,58,OEMC,2811,UASI,44,FRINGE BENEFITS,667292.00
GRANTS,0W59,UASI,58,OEMC,2811,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,298253.00
GRANTS,0W59,UASI,59,CFD,2825,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,6803000.00
GRANTS,0W60,PUBLIC HEALTH CRISIS RESPONSE,41,CDPH,281G,Public Health Crisis Response,140,PROFESSIONAL AND TECHNICAL SERVICES,9513000.00
GRANTS,0W63,UNDERGROUND STORAGE TANK INSPECTION,41,CDPH,2720,UNDERGROUND STORAGE TANK,5,SALARIES AND WAGES - ON PAYROLL,361578.00
GRANTS,0W63,UNDERGROUND STORAGE TANK INSPECTION,41,CDPH,2720,UNDERGROUND STORAGE TANK,44,FRINGE BENEFITS,188422.00
GRANTS,0W64,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MOPD,2812,WORK INCENTIVE PLANNING,6,SALARY PROVISION,212000.00
GRANTS,0W65,TOBACCO ENFORCEMENT GRANT,70,BACP,2801,TOBACCO ENFORCEMENT GRANT,6,SALARY PROVISION,333000.00
GRANTS,0W73,LEGLER LIBRARY BRANCH RENOVATION,91,CPL,2853,Legler Library Branch Renovatn,410,EQUIPMENT FOR BUILDINGS,40000.00
GRANTS,0W73,LEGLER LIBRARY BRANCH RENOVATION,91,CPL,2853,Legler Library Branch Renovatn,424,FURNITURE AND FURNISHINGS,500000.00
GRANTS,0W73,LEGLER LIBRARY BRANCH RENOVATION,91,CPL,2853,Legler Library Branch Renovatn,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,2524000.00
GRANTS,0W74,HOME PROGRAM,21,DOH,2833,Home Investment Partnership,9103,REHABILITATION LOANS GT,24904000.00
GRANTS,0W78,RTA - ADA CERTIFICATION APPEALS,48,MOPD,2832,RTA - ADA Certification Appeal,140,PROFESSIONAL AND TECHNICAL SERVICES,7950.00
GRANTS,0W78,RTA - ADA CERTIFICATION APPEALS,48,MOPD,2832,RTA - ADA Certification Appeal,270,LOCAL TRANSPORTATION,2750.00
GRANTS,0W78,RTA - ADA CERTIFICATION APPEALS,48,MOPD,2832,RTA - ADA Certification Appeal,340,MATERIAL AND SUPPLIES,3300.00
GRANTS,0W79,SUBSTANCE ABUSE PREVENTION,48,MOPD,2805,SUBSTANCE ABUSE PREVENTION,6,SALARY PROVISION,232000.00
GRANTS,0W82,HOME INVESTMENT PARTNERSHIP,21,DOH,2833,Home Investment Partnership,9103,REHABILITATION LOANS GT,20725000.00
GRANTS,0W85,AFRICAN AMERICAN CIVIL RIGHTS PRESERVATN,54,DPD,2888,African American Civil Rights,140,PROFESSIONAL AND TECHNICAL SERVICES,405000.00
GRANTS,0W87,GREEN INFRASTRUCTURE PROGRAM,54,DPD,2887,Green Infrastructure Program,140,PROFESSIONAL AND TECHNICAL SERVICES,500000.00
GRANTS,0W91,INJURY PREVENTION - PEDESTRIAN SAFETY,57,CPD,2987,INJURY PREVENTION,20,OVERTIME,118000.00
GRANTS,0W91,INJURY PREVENTION - PEDESTRIAN SAFETY,57,CPD,2987,INJURY PREVENTION,801,INDIRECT COSTS,12000.00
GRANTS,0W92,SAFE ROUTES TO SCHOOLS,57,CPD,2912,SAFE ROUTES TO SCHOOLS,340,MATERIAL AND SUPPLIES,150000.00
GRANTS,0W95,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,816000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,38,AIS,2854,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,5499000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,7097000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,UASI,6,SALARY PROVISION,2038761.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,20871239.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,59,CFD,2825,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,6006000.00
GRANTS,0W97,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,6,SALARY PROVISION,1341000.00
GRANTS,0W97,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,1701000.00
GRANTS,0W99,HAZARDOUS MATERIALS EMERGENCY PREP,58,OEMC,2825,HAZARDOUS MATERIALS EMERG PREP,140,PROFESSIONAL AND TECHNICAL SERVICES,42000.00
GRANTS,0X16,SOLID WASTE MANAGEMENT,41,CDPH,2722,SOLID WASTE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,81119.00
GRANTS,0X16,SOLID WASTE MANAGEMENT,41,CDPH,2722,SOLID WASTE MANAGEMENT,44,FRINGE BENEFITS,37975.00
GRANTS,0X16,SOLID WASTE MANAGEMENT,41,CDPH,2722,SOLID WASTE MANAGEMENT,801,INDIRECT COSTS,22906.00
GRANTS,0X71,HOPWA HOUSING AND HEALTH STUDY,41,CDPH,2961,HOPWA HOUSING AND HEALTH STUDY,140,PROFESSIONAL AND TECHNICAL SERVICES,989000.00
GRANTS,0X76,LEAD BASED PAINT HAZARD CONTROL(TORRENS),41,CDPH,2884,LEAD-BASED PAINT HAZARD,140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00
GRANTS,0X92,TEEN PREGNANCY PREVENTION EVALUATION,41,CDPH,280G,Teen Pregnancy Prevention Eval,140,PROFESSIONAL AND TECHNICAL SERVICES,133000.00
GRANTS,0X97,ADULT VIRAL HEPATITIS,41,CDPH,2979,ADULT VIRAL HEPATITIS,140,PROFESSIONAL AND TECHNICAL SERVICES,219000.00
GRANTS,0X99,RESILIENCY IN COMMUNITIES,41,CDPH,280P,Resiliency in Communities,6,SALARY PROVISION,1025000.00
GRANTS,0Y11,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,135,DELEGATE AGENCIES,400000.00
GRANTS,0Y42,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,140,PROFESSIONAL AND TECHNICAL SERVICES,69000.00
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,6,SALARY PROVISION,5000.00
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,2657640.00
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,630000.00
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,340,MATERIAL AND SUPPLIES,10000.00
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,272360.00
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,135,DELEGATE AGENCIES,1600000.00
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,135,DELEGATE AGENCIES,40600000.00
GRANTS,0Y55,CULTURAL SECTOR BUILDING,23,DCASE,2877,Cultural Sector Building,140,PROFESSIONAL AND TECHNICAL SERVICES,1000000.00
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,135,DELEGATE AGENCIES,2407000.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,6,SALARY PROVISION,6505313.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,130,POSTAGE,10163.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,135,DELEGATE AGENCIES,6419860.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,140,PROFESSIONAL AND TECHNICAL SERVICES,3117395.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,159,LEASE/PURCHASE EQUIPMENT,7500.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,166,DUES  SUBSC & MEM,2435.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,169,TECHNICAL MEETING COSTS,25000.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,190,TELEPHONE - CENTREX BILLINGS,123000.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,270,LOCAL TRANSPORTATION,3000.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,340,MATERIAL AND SUPPLIES,10116.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,350,STATIONERY AND OFFICE SUPPLIES,4500.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,801,INDIRECT COSTS,575718.00
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,991,MATCHING AND SUPPLEMENTAL GRANTS,186000.00
GRANTS,0Y58,DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,1281000.00
GRANTS,0Y59,STATE DOMESTIC VIOLENCE HELP LINE MATCH,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,272000.00
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,135,DELEGATE AGENCIES,10292414.00
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,140,PROFESSIONAL AND TECHNICAL SERVICES,56683.00
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,350,STATIONERY AND OFFICE SUPPLIES,6059.00
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,801,INDIRECT COSTS,144844.00
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,140000000.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,5,SALARIES AND WAGES - ON PAYROLL,734574.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,1548.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,44,FRINGE BENEFITS,354362.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,12686138.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,1475759.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,159,LEASE/PURCHASE EQUIPMENT,1730.00
