FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2022 ORDINANCE (AMOUNT $)
LOCAL,0200,WATER FUND,38,AIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,24992.00
LOCAL,0200,WATER FUND,38,AIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,116487.00
LOCAL,0200,WATER FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,317652.00
LOCAL,0200,WATER FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1879511.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,138,IT MAINTENANCE,1342880.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,139,IT DEVELOPMENT,838000.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,140,PROFESSIONAL AND TECHNICAL SERVICES,4758135.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,149,SOFTWARE MAINTENANCE AND LICENSING,195454.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,181,MOBILE COMMUNICATION SERVICES,228700.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,188,VEHICLE TRACKING SERVICE,211321.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,189,TELEPHONE - NON-CENTREX BILLINGS,26200.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,201447.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,196,DATA CIRCUITS,450000.00
LOCAL,0200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,40580.00
LOCAL,0300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,918851.00
LOCAL,0300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,991451.00
LOCAL,0300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,41989.00
LOCAL,0300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,300000.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,6126206.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,2285215.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,6171774.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,1295456.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,1185117.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,285327.00
LOCAL,0300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,1854172.00
LOCAL,0300,VEHICLE FUND,38,AIS,2140,FLEET OPERATIONS,159,LEASE/PURCHASE EQUIPMENT,52000.00
LOCAL,0300,VEHICLE FUND,38,AIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,58768.00
LOCAL,0300,VEHICLE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,181,MOBILE COMMUNICATION SERVICES,379500.00
LOCAL,0300,VEHICLE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,188,VEHICLE TRACKING SERVICE,17658.00
LOCAL,0300,VEHICLE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,189,TELEPHONE - NON-CENTREX BILLINGS,2750.00
LOCAL,0300,VEHICLE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,96052.00
LOCAL,0300,VEHICLE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,196,DATA CIRCUITS,11800.00
LOCAL,0300,VEHICLE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,10120.00
LOCAL,0310,MOTOR FUEL TAX FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,332,ELECTRICITY - STREET LIGHTING,13904155.00
LOCAL,0314,SEWER FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,123194.00
LOCAL,0314,SEWER FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,427560.00
LOCAL,0314,SEWER FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,598777.00
LOCAL,0314,SEWER FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,310796.00
LOCAL,0314,SEWER FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,15852.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,2774486.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,28386.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,20,OVERTIME,341145.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,205842.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,12496.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,105993.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,817523.00
LOCAL,0314,SEWER FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,927543.00
LOCAL,0314,SEWER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,31602.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,20,OVERTIME,340000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,4626216.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,5289651.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,160,REPAIR/MAINT PROPERTY,631000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,161,MAINT FACILITIES,100000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,300000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,233287.00
LOCAL,0346,LIBRARY FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,670000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,1814559.00
LOCAL,0346,LIBRARY FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,21366.00
LOCAL,0346,LIBRARY FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,21021.00
LOCAL,0346,LIBRARY FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,705989.00
LOCAL,0346,LIBRARY FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,3439115.00
LOCAL,0346,LIBRARY FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,11964.00
LOCAL,0346,LIBRARY FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,23312.00
LOCAL,0346,LIBRARY FUND,38,AIS,2145,INFORMATION TECHNOLOGY,5,SALARIES AND WAGES - ON PAYROLL,1329709.00
LOCAL,0346,LIBRARY FUND,38,AIS,2145,INFORMATION TECHNOLOGY,15,SCHEDULE SALARY ADJUSTMENTS,2255.00
LOCAL,0346,LIBRARY FUND,38,AIS,2145,INFORMATION TECHNOLOGY,181,MOBILE COMMUNICATION SERVICES,5700.00
LOCAL,0346,LIBRARY FUND,38,AIS,2145,INFORMATION TECHNOLOGY,189,TELEPHONE - NON-CENTREX BILLINGS,86000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,249000.00
LOCAL,0346,LIBRARY FUND,38,AIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,18110.00
LOCAL,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,9188,MILLENNIUM PARK OPERATIONS,8400000.00
LOCAL,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,38,AIS,2145,INFORMATION TECHNOLOGY,181,MOBILE COMMUNICATION SERVICES,12720.00
LOCAL,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,38,AIS,2145,INFORMATION TECHNOLOGY,189,TELEPHONE - NON-CENTREX BILLINGS,48600.00
LOCAL,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,45200.00
LOCAL,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,38,AIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,5200.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,20533.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,289324.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,463832.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,1039550.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,5237808.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,1383347.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,13421.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,4001.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,20,OVERTIME,186351.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,248851.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,3750.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,15910.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,25420.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,430927.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,3600.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,835.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,743960.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,21011.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2140,FLEET OPERATIONS,450,VEHICLES,380000.00
LOCAL,0610,MIDWAY AIRPORT FUND,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,4073.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,41064.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,401287.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,1353383.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,1082276.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,7079253.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,15852.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,22696247.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,8456052.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,90326.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,6512.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,20,OVERTIME,1287002.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,1094481.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,5250.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,56829.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,80000.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,1696806.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,9600.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,945.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,3973970.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,35612.00
LOCAL,0740,O HARE REVENUE FUND,38,AIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,9147.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,5,SALARIES AND WAGES - ON PAYROLL,6306832.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,15,SCHEDULE SALARY ADJUSTMENTS,990.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,20,OVERTIME,752491.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,55,EXTRA HIRE,2019040.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,125,OFFICE AND BUILDING SERVICES,250000.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,130,POSTAGE,800975.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,138,IT MAINTENANCE,1627664.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,140,PROFESSIONAL AND TECHNICAL SERVICES,924016.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,143,COURT REPORTING,123131.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,145,LEGAL EXPENSES,2955906.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,149,SOFTWARE MAINTENANCE AND LICENSING,1303453.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,150,OUTSIDE GRAPHIC SERVICES,13000.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,152,ADVERTISING,51000.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,154,RENTAL-DATA HARDWARE EQ,1835953.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,155,RENTAL OF PROPERTY,3433617.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,157,RENTAL EQUIPMENT AND SERVICES,78380.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,159,LEASE/PURCHASE EQUIPMENT,561132.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,162,REPAIR/MAINT EQUIPMENT,324284.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,166,DUES  SUBSC & MEM,22999.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,169,TECHNICAL MEETING COSTS,65270.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,172,INSURANCE PREMIUMS,3560.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,178,FREIGHT AND EXPRESS CHARGES,7376.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,181,MOBILE COMMUNICATION SERVICES,1218180.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,190,TELEPHONE - CENTREX BILLINGS,364429.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,13600.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,245,REIMBURSEMENT TO TRAVELERS,3800.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,270,LOCAL TRANSPORTATION,4060.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,340,MATERIAL AND SUPPLIES,444566.00
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,350,STATIONERY AND OFFICE SUPPLIES,318900.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,5,SALARIES AND WAGES - ON PAYROLL,22112687.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,15,SCHEDULE SALARY ADJUSTMENTS,64936.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,20,OVERTIME,129270.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,50,STIPENDS,43700.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,91,UNIFORM ALLOWANCE,11300.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,125,OFFICE AND BUILDING SERVICES,292090.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,130,POSTAGE,21000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,135,DELEGATE AGENCIES,19049666.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,4796571.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,148,TESTING AND INSPECTING,2000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,149,SOFTWARE MAINTENANCE AND LICENSING,23863.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,150,OUTSIDE GRAPHIC SERVICES,70000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,159,LEASE/PURCHASE EQUIPMENT,153000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,162,REPAIR/MAINT EQUIPMENT,17300.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,166,DUES  SUBSC & MEM,89174.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,169,TECHNICAL MEETING COSTS,33497.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,179,MESSENGER SERVICES,5000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,181,MOBILE COMMUNICATION SERVICES,438972.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,229,TRANSPORTATION AND EXPENSE ALLOWANCE,11500.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,245,REIMBURSEMENT TO TRAVELERS,5000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,270,LOCAL TRANSPORTATION,3150.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,330,FOOD,5720.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,340,MATERIAL AND SUPPLIES,36588.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,857692.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,350,STATIONERY AND OFFICE SUPPLIES,30000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,424,FURNITURE AND FURNISHINGS,180000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,446,PURCHASE - DATA HARDWARE,76015.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,9254,VIOLENCE REDUCTION PROGRAM,14460000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,9283,CO-RESPONDER PILOT PROGRAM,1000000.00
LOCAL,0100,CORPORATE FUND,41,CDPH,1005,DEPARTMENT OF PUBLIC HEALTH,9438,REIMBURSEMENT - AIS,50000.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,5,SALARIES AND WAGES - ON PAYROLL,1014249.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,15,SCHEDULE SALARY ADJUSTMENTS,3492.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,130,POSTAGE,3000.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,139,IT DEVELOPMENT,35013.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,43267.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,143,COURT REPORTING,4000.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,1857.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,152,ADVERTISING,4400.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,159,LEASE/PURCHASE EQUIPMENT,4994.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,166,DUES  SUBSC & MEM,16536.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,169,TECHNICAL MEETING COSTS,4410.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,270,LOCAL TRANSPORTATION,700.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,350,STATIONERY AND OFFICE SUPPLIES,2600.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,424,FURNITURE AND FURNISHINGS,11000.00
LOCAL,0100,CORPORATE FUND,45,CCHR,2005,HUMAN RELATIONS,9438,REIMBURSEMENT - AIS,4000.00
LOCAL,0100,CORPORATE FUND,48,MOPD,2005,MOPD,5,SALARIES AND WAGES - ON PAYROLL,1664989.00
LOCAL,0100,CORPORATE FUND,48,MOPD,2005,MOPD,15,SCHEDULE SALARY ADJUSTMENTS,10449.00
LOCAL,0100,CORPORATE FUND,48,MOPD,2005,MOPD,39,STUDENT AS TRAINEES,8256.00
LOCAL,0100,CORPORATE FUND,48,MOPD,2005,MOPD,130,POSTAGE,2600.00
LOCAL,0100,CORPORATE FUND,48,MOPD,2005,MOPD,135,DELEGATE AGENCIES,400000.00
