FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2023 ORDINANCE (AMOUNT $)
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0138,For Professional Services for Information Technology Maintenance,349800.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,617000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0149,For Software Maintenance and Licensing,25000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0152,Advertising,6000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0159,Lease Purchase Agreements for Equipment and Machinery,157394.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0166,"Dues, Subscriptions and Memberships",15949.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0169,Technical Meeting Costs,40000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0229,Transportation and Expense Allowance,538.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0245,Reimbursement to Travelers,7500.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0270,Local Transportation,300.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0340,Material and Supplies,19500.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0350,Stationery and Office Supplies,15400.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9143,Workforce Services for Target Populations,2157510.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9204,Youth Mentoring Programs,7414700.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9220,Chicago Youth Services Corp,1163952.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9241,Criminal Justice Initiatives,1000000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9253,Early Childhood Education Program,13033000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9254,Violence Reduction Program,6594025.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9255,Homeless Services for Youth,1540979.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9259,Summer Programs,23292112.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9260,After School Programs,15969124.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9261,Children's Advocacy Center,1050000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9262,Earned Income Tax Credit,850000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9263,Homeless Services,17049069.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9267,Flexible Housing Pool,5000000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9291,Legal Protection Fund,1550000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9299,Gender Based Violence Services,1000000.00
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9438,"For Services Provided by the Department of Assets, Information, and Services",131655.00
LOCAL,0B40,Houseshare Surcharge - Homeless Services Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9263,Homeless Services,12420000.00
LOCAL,0B43,Houseshare Surcharge - Domestic Violence Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0135,For Delegate Agencies,9966000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0005,Salaries and Wages - on Payroll,18374913.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0012,Contract Wage Increment - Prevailing Rate,4930.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0015,Schedule Salary Adjustments,141360.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0020,Overtime,285000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0091,Uniform Allowance,8500.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0130,Postage,254000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0138,For Professional Services for Information Technology Maintenance,3351243.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6040672.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0149,For Software Maintenance and Licensing,5337180.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0152,Advertising,2400.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,Rental of Equipment and Services,9684007.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0159,Lease Purchase Agreements for Equipment and Machinery,83415.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0161,"Operation, Repair or Maintenance of Facilities",170000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0162,Repair/Maintenance of Equipment,221538.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0166,"Dues, Subscriptions and Memberships",17300.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0169,Technical Meeting Costs,37000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0178,Freight and Express Charges,14000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0181,Mobile Communication Services,3228000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0186,Pagers,400.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0189,Telephone - Non-Centrex Billings,690800.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0190,Telephone - Centrex Billings,92000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0196,Data Circuits,1632000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,27000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0320,Gasoline,60000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0330,Food,59580.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0338,"License Sticker, Tag and Plates",3524.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,Material and Supplies,2087270.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0342,"Drugs, Medicine and Chemical Materials",25600.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0348,Books and Related Material,500.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0350,Stationery and Office Supplies,555390.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0360,Repair Parts and Material,126500.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0422,Office Machines,2000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0424,Furniture and Furnishings,200000.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9067,For Physical Exams,2445871.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9295,Consent Decree,3889930.00
LOCAL,0100,Corporate Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9438,"For Services Provided by the Department of Assets, Information, and Services",20000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0005,Salaries and Wages - on Payroll,11956042.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0012,Contract Wage Increment - Prevailing Rate,137938.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0015,Schedule Salary Adjustments,3707.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0020,Overtime,683024.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0138,For Professional Services for Information Technology Maintenance,13938003.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0139,For Professional Services for Information Technology Development,14000000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3531210.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0142,Accounting and Auditing,75000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0149,For Software Maintenance and Licensing,8967998.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",2000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,Rental of Equipment and Services,554772.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0162,Repair/Maintenance of Equipment,2371699.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0166,"Dues, Subscriptions and Memberships",9000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0169,Technical Meeting Costs,18000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0181,Mobile Communication Services,5521260.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0189,Telephone - Non-Centrex Billings,2638500.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0190,Telephone - Centrex Billings,425000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0196,Data Circuits,1761000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,3824489.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0229,Transportation and Expense Allowance,90000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0330,Food,12000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,Material and Supplies,412836.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0350,Stationery and Office Supplies,21700.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0360,Repair Parts and Material,3217615.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0365,Electrical Supplies,115000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0401,Tools Less Than or Equal to $100/Unit,43200.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0423,Communication Devices,33925.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9295,Consent Decree,726935.00
LOCAL,0610,Chicago Midway Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,Rental of Equipment and Services,16488.00
LOCAL,0610,Chicago Midway Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,Material and Supplies,25750.00
LOCAL,0740,Chicago O'Hare Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,Rental of Equipment and Services,16488.00
LOCAL,0740,Chicago O'Hare Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,Material and Supplies,15750.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0005,Salaries and Wages - on Payroll,9844657.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0015,Schedule Salary Adjustments,59293.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0039,For the Employment of Students as Trainees,68000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0050,Stipends,62400.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0130,Postage,18174.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0135,For Delegate Agencies,841223.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0139,For Professional Services for Information Technology Development,155000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4964470.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0141,Appraisals,60000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0142,Accounting and Auditing,63173.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0143,Court Reporting,69000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0149,For Software Maintenance and Licensing,80069.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0152,Advertising,34945.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0159,Lease Purchase Agreements for Equipment and Machinery,43292.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0162,Repair/Maintenance of Equipment,10000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0166,"Dues, Subscriptions and Memberships",3700.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0169,Technical Meeting Costs,72680.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0179,Messenger Service,500.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0229,Transportation and Expense Allowance,1000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0245,Reimbursement to Travelers,9000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0348,Books and Related Material,680.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0350,Stationery and Office Supplies,38356.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",188126.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9438,"For Services Provided by the Department of Assets, Information, and Services",30000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0005,Salaries and Wages - on Payroll,5084746.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0015,Schedule Salary Adjustments,38184.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0138,For Professional Services for Information Technology Maintenance,40000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0139,For Professional Services for Information Technology Development,1360000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,100000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0142,Accounting and Auditing,265000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0143,Court Reporting,10000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0149,For Software Maintenance and Licensing,50160.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0169,Technical Meeting Costs,19800.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0340,Material and Supplies,3000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",17250.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9454,For Services Provided by the Department of Planning and Development,225000.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0005,Salaries and Wages - on Payroll,371566.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0015,Schedule Salary Adjustments,3636.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,310000.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0169,Technical Meeting Costs,500.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9103,Rehabilitation Loans and Grants,51675864.00
LOCAL,0D44,Citywide Adopt-a-landmark Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9103,Rehabilitation Loans and Grants,11646000.00
LOCAL,0D45,Local Impact Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9103,Rehabilitation Loans and Grants,11512000.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0005,Salaries and Wages - on Payroll,187824.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0015,Schedule Salary Adjustments,2710.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0050,Stipends,111000.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,193875.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0143,Court Reporting,85000.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0157,Rental of Equipment and Services,2400.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0166,"Dues, Subscriptions and Memberships",500.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0169,Technical Meeting Costs,600.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0245,Reimbursement to Travelers,1650.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0270,Local Transportation,150.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0348,Books and Related Material,100.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0350,Stationery and Office Supplies,875.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,9438,"For Services Provided by the Department of Assets, Information, and Services",1500.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0005,Salaries and Wages - on Payroll,1296380121.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0015,Schedule Salary Adjustments,10102516.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0020,Overtime,100000000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0021,Sworn/Civilian Holiday Premium Pay,7960000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0022,Duty Availability,45500000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0024,Compensatory Time Payment,24500000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0027,Supervisors Quarterly Payment,13000000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0032,Reimbursable Overtime,14500000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0060,Specialty Pay,16600000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0070,Tuition Reimbursement and Educational Programs,7250000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0088,Furlough/Supervisors Compensation Time Buy-Back,20000000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0091,Uniform Allowance,23800000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0125,Office and Building Services,591.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0138,For Professional Services for Information Technology Maintenance,1034.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3236355.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0149,For Software Maintenance and Licensing,258429.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0152,Advertising,230000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",795318.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0157,Rental of Equipment and Services,54405.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0162,Repair/Maintenance of Equipment,442154.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0166,"Dues, Subscriptions and Memberships",90590.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0169,Technical Meeting Costs,739671.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0178,Freight and Express Charges,10000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0185,Waste Disposal Services,58937.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0245,Reimbursement to Travelers,216519.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0270,Local Transportation,1200.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0313,Cleaning and Sanitation Supplies,1000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0319,Clothing,36900.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0330,Food,358500.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0338,"License Sticker, Tag and Plates",750.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0340,Material and Supplies,7514614.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0342,"Drugs, Medicine and Chemical Materials",23462.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0345,Apparatus and Instruments,106708.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0348,Books and Related Material,19003.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0360,Repair Parts and Material,639654.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0430,Livestock,96048.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0931,"For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel",82558000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty Who Are Not Covered Under Workers' Compensation Act,22500000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,9067,For Physical Exams,292250.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,9295,Consent Decree,9615264.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,9438,"For Services Provided by the Department of Assets, Information, and Services",450000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,9481,For Services Provided by the Department of Streets and Sanitation,1000000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0005,Salaries and Wages - on Payroll,6378481.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0008,For Payment of Retroactive Salaries,160202.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0015,Schedule Salary Adjustments,5477.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0020,Overtime,750000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0021,Sworn/Civilian Holiday Premium Pay,30000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0022,Duty Availability,250000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0024,Compensatory Time Payment,342000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0027,Supervisors Quarterly Payment,70000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0060,Specialty Pay,143000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0070,Tuition Reimbursement and Educational Programs,35000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0088,Furlough/Supervisors Compensation Time Buy-Back,143000.00
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0091,Uniform Allowance,113000.00
