FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2020 ORDINANCE (AMOUNT $)
LOCAL,0100,CORPORATE FUND,30,ADMINISTRATIVE HEARINGS,2005,ADMINISTRATIVE HEARINGS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,1750.00
LOCAL,0100,CORPORATE FUND,30,ADMINISTRATIVE HEARINGS,2005,ADMINISTRATIVE HEARINGS,340,MATERIAL AND SUPPLIES,14370.00
LOCAL,0100,CORPORATE FUND,30,ADMINISTRATIVE HEARINGS,2005,ADMINISTRATIVE HEARINGS,348,BOOKS AND RELATED MATERIAL,1000.00
LOCAL,0100,CORPORATE FUND,30,ADMINISTRATIVE HEARINGS,2005,ADMINISTRATIVE HEARINGS,350,STATIONERY AND OFFICE SUPPLIES,12440.00
LOCAL,0100,CORPORATE FUND,30,ADMINISTRATIVE HEARINGS,2005,ADMINISTRATIVE HEARINGS,424,FURNITURE AND FURNISHINGS,1000.00
LOCAL,0100,CORPORATE FUND,30,ADMINISTRATIVE HEARINGS,2005,ADMINISTRATIVE HEARINGS,9438,REIMBURSEMENT - DAIS,19500.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,27343264.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,15,SCHEDULE SALARY ADJUSTMENTS,48935.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,20,OVERTIME,15132.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,130,POSTAGE,73862.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,227627.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,902339.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,141,APPRAISALS,8070.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,143,COURT REPORTING,943507.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,124710.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,209151.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,5606.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,52853.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,148792.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,1202.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,98924.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,34107.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,10142.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,181,MOBILE COMMUNICATION SERVICES,21227.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,61559.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,197,TELEPHONE - MAINTENANCE,4775.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,5719.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,245,REIMBURSEMENT TO TRAVELERS,33667.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,37376.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,15219.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,65289.00
LOCAL,0100,CORPORATE FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - DAIS,20000.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,1443396.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,15,SCHEDULE SALARY ADJUSTMENTS,1991.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,20,OVERTIME,869.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,39,STUDENT AS TRAINEES,422.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,130,POSTAGE,4235.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,13074.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,51130.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,141,APPRAISALS,1000.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,143,COURT REPORTING,57583.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,12813.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,12011.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,333.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,935.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,8832.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,1202.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,5689.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,1959.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,644.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,181,MOBILE COMMUNICATION SERVICES,1219.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,6447.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,327.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,3358.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,4094.00
LOCAL,0200,WATER FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - DAIS,1323.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,1469146.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,20,OVERTIME,661.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,39,STUDENT AS TRAINEES,321.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,130,POSTAGE,4801.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,9977.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,35352.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,141,APPRAISALS,210.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,143,COURT REPORTING,37360.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,3390.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,9139.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,100.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,438.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,6720.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,100.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,4353.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,1500.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,310.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,181,MOBILE COMMUNICATION SERVICES,928.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,4752.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,249.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,245,REIMBURSEMENT TO TRAVELERS,1652.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,909.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,665.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,3115.00
LOCAL,0300,VEHICLE FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - DAIS,1006.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,774898.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,20,OVERTIME,529.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,39,STUDENT AS TRAINEES,257.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,130,POSTAGE,2757.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,7997.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,29311.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,141,APPRAISALS,320.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,143,COURT REPORTING,22895.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,4685.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,7311.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,100.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,350.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,5376.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,100.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,3504.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,1220.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,331.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,181,MOBILE COMMUNICATION SERVICES,742.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,3602.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,199.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,245,REIMBURSEMENT TO TRAVELERS,1652.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,1073.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,532.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,2492.00
LOCAL,0314,SEWER FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - DAIS,805.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,333815.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,130,POSTAGE,2018.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,8562.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,28951.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,141,APPRAISALS,200.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,143,COURT REPORTING,4998.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,3272.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,7833.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,100.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,375.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,5760.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,100.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,3745.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,2265.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,301.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,181,MOBILE COMMUNICATION SERVICES,795.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,4073.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,213.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,245,REIMBURSEMENT TO TRAVELERS,4627.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,892.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,570.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,2670.00
LOCAL,0610,MIDWAY AIRPORT FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - DAIS,863.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,1991273.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,20,OVERTIME,1134.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,130,POSTAGE,2370.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,17051.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,53007.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,141,APPRAISALS,200.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,143,COURT REPORTING,15659.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,4651.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,15667.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,534.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,750.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,11520.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,100.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,7410.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,10655.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,597.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,181,MOBILE COMMUNICATION SERVICES,1590.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,8147.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,426.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,245,REIMBURSEMENT TO TRAVELERS,2538.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,1630.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,1140.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,5340.00
LOCAL,0740,O HARE REVENUE FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - DAIS,1725.00
LOCAL,0B21,TIF ADMINISTRATION,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,1203003.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,6011371.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,15,SCHEDULE SALARY ADJUSTMENTS,57988.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,39,STUDENT AS TRAINEES,40000.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,50,STIPENDS,21000.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,130,POSTAGE,17480.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,140,PROFESSIONAL AND TECHNICAL SERVICES,350685.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,143,COURT REPORTING,154552.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,149,SOFTWARE MAINTENANCE AND LICENSING,30470.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,152,ADVERTISING,9000.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,159,LEASE/PURCHASE EQUIPMENT,21154.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,162,REPAIR/MAINT EQUIPMENT,3500.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,166,DUES  SUBSC & MEM,2040.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,178,FREIGHT AND EXPRESS CHARGES,500.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,181,MOBILE COMMUNICATION SERVICES,3414.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,190,TELEPHONE - CENTREX BILLINGS,10816.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,197,TELEPHONE - MAINTENANCE,1310.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,270,LOCAL TRANSPORTATION,2560.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,340,MATERIAL AND SUPPLIES,18475.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,350,STATIONERY AND OFFICE SUPPLIES,11300.00
LOCAL,0100,CORPORATE FUND,33,DHR,2005,HUMAN RESOURCES,9438,REIMBURSEMENT - DAIS,7500.00
LOCAL,0200,WATER FUND,33,DHR,2005,HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,182224.00
LOCAL,0200,WATER FUND,33,DHR,2005,HUMAN RESOURCES,15,SCHEDULE SALARY ADJUSTMENTS,1901.00
LOCAL,0200,WATER FUND,33,DHR,2005,HUMAN RESOURCES,140,PROFESSIONAL AND TECHNICAL SERVICES,3808.00
LOCAL,0200,WATER FUND,33,DHR,2005,HUMAN RESOURCES,350,STATIONERY AND OFFICE SUPPLIES,208.00
LOCAL,0610,MIDWAY AIRPORT FUND,33,DHR,2005,HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,107658.00
LOCAL,0610,MIDWAY AIRPORT FUND,33,DHR,2005,HUMAN RESOURCES,15,SCHEDULE SALARY ADJUSTMENTS,507.00
LOCAL,0740,O HARE REVENUE FUND,33,DHR,2005,HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,286926.00
LOCAL,0740,O HARE REVENUE FUND,33,DHR,2005,HUMAN RESOURCES,15,SCHEDULE SALARY ADJUSTMENTS,548.00
LOCAL,0740,O HARE REVENUE FUND,33,DHR,2005,HUMAN RESOURCES,130,POSTAGE,295.00
LOCAL,0740,O HARE REVENUE FUND,33,DHR,2005,HUMAN RESOURCES,140,PROFESSIONAL AND TECHNICAL SERVICES,5950.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,6180517.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,12,CONTRACT WAGE - PREVAILING RATE,2431.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,41955.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,39,STUDENT AS TRAINEES,30000.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,130,POSTAGE,5500.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,336400.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,149,SOFTWARE MAINTENANCE AND LICENSING,2000.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,152,ADVERTISING,34500.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,157,RENTAL EQUIPMENT AND SERVICES,26100.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,160,REPAIR/MAINT PROPERTY,11576.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,162,REPAIR/MAINT EQUIPMENT,41378.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,166,DUES  SUBSC & MEM,10740.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,168,EDUCATION DEVELOPMENT,1500.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,169,TECHNICAL MEETING COSTS,3500.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,171,MISCELLANEOUS SUPPLIES,5000.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,178,FREIGHT AND EXPRESS CHARGES,500.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,181,MOBILE COMMUNICATION SERVICES,11202.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,188,VEHICLE TRACKING SERVICE,960.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,190,TELEPHONE - CENTREX BILLINGS,11653.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,197,TELEPHONE - MAINTENANCE,5640.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,200.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,245,REIMBURSEMENT TO TRAVELERS,6650.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,270,LOCAL TRANSPORTATION,290.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,340,MATERIAL AND SUPPLIES,2250.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,350,STATIONERY AND OFFICE SUPPLIES,17985.00
LOCAL,0100,CORPORATE FUND,35,DPS,2005,PROCUREMENT SERVICES,446,PURCHASE - DATA HARDWARE,2009.00
LOCAL,0200,WATER FUND,35,DPS,2005,PROCUREMENT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,280523.00
LOCAL,0200,WATER FUND,35,DPS,2005,PROCUREMENT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,7274.00
LOCAL,0610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,389113.00
LOCAL,0610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,4192.00
LOCAL,0610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,11200.00
LOCAL,0610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,245,REIMBURSEMENT TO TRAVELERS,400.00
CDBG,0J46,CDBG,21,HOUSING,2558,Emergency Repair,9265,RPRP,5268806.00
LOCAL,0610,MIDWAY AIRPORT FUND,35,DPS,2005,PROCUREMENT SERVICES,350,STATIONERY AND OFFICE SUPPLIES,200.00
LOCAL,0740,O HARE REVENUE FUND,35,DPS,2005,PROCUREMENT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,1576669.00
LOCAL,0740,O HARE REVENUE FUND,35,DPS,2005,PROCUREMENT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,14440.00
LOCAL,0740,O HARE REVENUE FUND,35,DPS,2005,PROCUREMENT SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,54000.00
LOCAL,0740,O HARE REVENUE FUND,35,DPS,2005,PROCUREMENT SERVICES,245,REIMBURSEMENT TO TRAVELERS,1600.00
LOCAL,0740,O HARE REVENUE FUND,35,DPS,2005,PROCUREMENT SERVICES,270,LOCAL TRANSPORTATION,300.00
LOCAL,0740,O HARE REVENUE FUND,35,DPS,2005,PROCUREMENT SERVICES,350,STATIONERY AND OFFICE SUPPLIES,600.00
LOCAL,0100,CORPORATE FUND,38,DAIS,2103,BUREAU OF FINANCE AND ADMIN,5,SALARIES AND WAGES - ON PAYROLL,2869765.00
LOCAL,0100,CORPORATE FUND,38,DAIS,2103,BUREAU OF FINANCE AND ADMIN,15,SCHEDULE SALARY ADJUSTMENTS,16021.00
LOCAL,0100,CORPORATE FUND,38,DAIS,2103,BUREAU OF FINANCE AND ADMIN,140,PROFESSIONAL AND TECHNICAL SERVICES,22000.00
